net,length_um
_42201_,57.98
clknet_leaf_586_clk,57.97
_19487_,57.96
scaled_scores\[1\]\[4\],57.94
_41522_,57.92
_14052_,57.86
_33300_,57.86
_33864_,57.86
_24661_,57.82
_33358_,57.78
clknet_leaf_553_clk,57.78
_34264_,57.775
_13645_,57.77
q\[9\]\[1\],57.74
clknet_leaf_120_clk,57.74
clknet_leaf_558_clk,57.74
_38558_,57.72
clknet_leaf_836_clk,57.69
_09657_,57.68
_08042_,57.66
_28219_,57.66
_36558_,57.66
_40048_,57.66
_09727_,57.64
_19196_,57.64
u_score_dp.mac_gen\[8\].u_mac.accum_out\[7\],57.64
clknet_leaf_657_clk,57.64
_30136_,57.63
_38643_,57.62
_34475_,57.6
clknet_leaf_598_clk,57.6
_20370_,57.56
u_score_dp.mac_gen\[3\].u_mac.accum_out\[3\],57.56
_34567_,57.525
_34555_,57.52
clknet_leaf_839_clk,57.52
_09667_,57.5
_39167_,57.5
clknet_leaf_800_clk,57.5
_19917_,57.48
_25808_,57.48
_33576_,57.48
_20499_,57.46
_28198_,57.44
_34248_,57.44
clknet_leaf_296_clk,57.42
_39830_,57.39
_08301_,57.38
clknet_leaf_331_clk,57.38
_32718_,57.36
_33885_,57.34
_11129_,57.32
_34360_,57.32
_35750_,57.32
_35157_,57.3
clknet_leaf_775_clk,57.3
_36368_,57.28
clknet_leaf_572_clk,57.28
_37108_,57.26
scaled_scores\[1\]\[6\],57.26
_23312_,57.22
_37225_,57.22
_39797_,57.22
_35333_,57.18
_35746_,57.18
_37018_,57.18
scaled_scores\[60\]\[6\],57.18
_09572_,57.16
_37489_,57.145
_39345_,57.14
_43005_,57.1
clknet_leaf_592_clk,57.1
_39342_,57.085
scaled_scores\[56\]\[9\],57.075
_21044_,57.06
_29966_,57.06
_43508_,57.04
_33153_,57.02
_42940_,57
clknet_leaf_679_clk,57
q\[25\]\[6\],56.98
clknet_leaf_876_clk,56.98
u_score_dp.mac_gen\[2\].u_mac.accum_out\[14\],56.96
_14073_,56.94
clknet_leaf_886_clk,56.94
scaled_scores\[60\]\[10\],56.88
u_score_dp.mac_gen\[10\].u_mac.accum_out\[3\],56.88
_30078_,56.86
_34978_,56.86
_39767_,56.86
u_weighted_dp.mac_gen\[6\].u_mac.accum_out\[4\],56.86
_27274_,56.84
_32923_,56.84
_34920_,56.84
_25893_,56.82
_43026_,56.815
_32953_,56.8
scaled_scores\[25\]\[2\],56.78
_14152_,56.76
scaled_scores\[40\]\[10\],56.76
clknet_leaf_674_clk,56.755
_35907_,56.74
clknet_leaf_595_clk,56.7
_19227_,56.68
clknet_leaf_755_clk,56.68
_10864_,56.66
u_score_dp.mac_gen\[3\].u_mac.accum_out\[11\],56.645
_09187_,56.64
_26550_,56.62
_43366_,56.62
u_score_dp.mac_gen\[6\].u_mac.accum_out\[1\],56.62
_31480_,56.6
_36167_,56.6
clknet_leaf_372_clk,56.6
_43348_,56.59
_33670_,56.56
_39418_,56.54
_40882_,56.54
_09209_,56.5
_10807_,56.5
clknet_leaf_407_clk,56.5
_43076_,56.48
clknet_leaf_256_clk,56.48
clknet_leaf_652_clk,56.48
_35767_,56.435
_13270_,56.43
_09662_,56.42
_37594_,56.4
_37715_,56.4
scaled_scores\[63\]\[12\],56.38
_34681_,56.34
clknet_leaf_597_clk,56.34
_09470_,56.32
_18012_,56.3
_27704_,56.3
_34964_,56.3
clknet_leaf_791_clk,56.26
q\[9\]\[6\],56.24
clknet_leaf_703_clk,56.24
_22739_,56.18
_36919_,56.18
_41705_,56.18
scaled_scores\[25\]\[5\],56.18
_34194_,56.17
_28622_,56.16
scaled_scores\[17\]\[11\],56.16
_29468_,56.14
_30563_,56.14
_39790_,56.14
_38492_,56.1
_09388_,56.06
_33839_,56.06
_34508_,56.06
_39545_,56.06
_40816_,56.06
scaled_scores\[25\]\[14\],56.06
_32117_,56.02
_39378_,56.02
_39782_,56.02
scaled_scores\[55\]\[1\],56.02
_38666_,55.98
u_score_dp.mac_gen\[3\].u_mac.accum_out\[7\],55.98
_34807_,55.96
_36584_,55.94
_40321_,55.94
u_score_dp.mac_gen\[0\].u_mac.accum_out\[1\],55.92
scaled_scores\[54\]\[14\],55.88
_38207_,55.86
scaled_scores\[4\]\[14\],55.86
clknet_leaf_312_clk,55.84
clknet_leaf_384_clk,55.82
_38507_,55.8
clknet_leaf_173_clk,55.78
clknet_leaf_577_clk,55.78
clknet_leaf_908_clk,55.76
_08176_,55.72
clknet_leaf_347_clk,55.72
_24095_,55.7
_11237_,55.66
_38792_,55.66
_28062_,55.64
clknet_leaf_153_clk,55.64
_09611_,55.62
_26916_,55.62
_21117_,55.6
_32290_,55.6
scaled_scores\[4\]\[16\],55.6
_39868_,55.59
u_score_dp.mac_gen\[8\].u_mac.accum_out\[2\],55.58
clknet_leaf_632_clk,55.57
_20371_,55.56
q\[85\]\[2\],55.54
_39555_,55.52
_44168_,55.52
u_weighted_dp.mac_gen\[3\].u_mac.accum_out\[0\],55.52
net301,55.5
clknet_leaf_664_clk,55.5
k\[38\]\[7\],55.48
_32920_,55.4
scaled_scores\[6\]\[5\],55.385
scaled_scores\[33\]\[17\],55.38
_10921_,55.36
_33955_,55.36
q\[9\]\[7\],55.36
_39527_,55.34
_41275_,55.34
clknet_leaf_477_clk,55.34
_09272_,55.32
clknet_leaf_625_clk,55.32
_09405_,55.3
_19988_,55.3
clknet_leaf_700_clk,55.26
_09267_,55.22
_33154_,55.22
_37518_,55.22
u_score_dp.mac_gen\[3\].u_mac.accum_out\[12\],55.185
_21636_,55.16
_32977_,55.16
_40447_,55.16
scaled_scores\[63\]\[9\],55.16
_23927_,55.14
_40905_,55.14
_24254_,55.12
_11183_,55.1
_21813_,55.08
_08227_,55.06
_41908_,55.06
clknet_leaf_262_clk,55.04
_24703_,55.02
u_score_dp.mac_gen\[10\].u_mac.accum_out\[10\],55.02
_37255_,55.015
clknet_leaf_870_clk,55.01
_34093_,55
scaled_scores\[54\]\[12\],55
clknet_leaf_156_clk,55
_21121_,54.94
net736,54.93
_33921_,54.92
_10814_,54.86
_32611_,54.84
_09871_,54.835
_41147_,54.81
_11125_,54.8
net888,54.8
_09477_,54.78
_25110_,54.78
_18008_,54.76
clknet_leaf_281_clk,54.7
_30359_,54.68
_38698_,54.68
_43466_,54.66
_34564_,54.65
_23936_,54.64
clknet_leaf_834_clk,54.64
_10796_,54.6
_22732_,54.59
_34085_,54.57
_41480_,54.525
_26501_,54.5
_34589_,54.46
_37670_,54.46
_37787_,54.46
_19810_,54.45
clknet_leaf_739_clk,54.45
_36500_,54.44
_09827_,54.42
_32620_,54.42
_33402_,54.4
_27600_,54.34
_33843_,54.34
_24660_,54.32
_38814_,54.28
_28156_,54.26
clknet_leaf_257_clk,54.26
_38150_,54.24
_22997_,54.22
_33110_,54.22
_32258_,54.18
q\[115\]\[1\],54.18
_43293_,54.12
_09797_,54.1
_39467_,54.08
clknet_6_59_0_clk,54.06
_09671_,54.04
scaled_scores\[54\]\[10\],53.98
_38547_,53.96
_21059_,53.94
_21530_,53.94
_23988_,53.92
_44204_,53.92
u_score_dp.mac_gen\[5\].u_mac.accum_out\[0\],53.91
scaled_scores\[8\]\[4\],53.9
_19942_,53.88
_18488_,53.86
_27562_,53.84
_36722_,53.8
_39760_,53.8
clknet_leaf_374_clk,53.8
clknet_leaf_436_clk,53.8
_27470_,53.76
_29821_,53.76
_38833_,53.76
_34484_,53.75
_38160_,53.72
net871,53.72
_37533_,53.68
scaled_scores\[52\]\[1\],53.68
u_score_dp.mac_gen\[5\].u_mac.accum_out\[2\],53.68
_21680_,53.66
_35758_,53.625
_32778_,53.62
scaled_scores\[54\]\[17\],53.58
_09513_,53.56
_19782_,53.56
clknet_leaf_327_clk,53.56
_18740_,53.54
_33432_,53.52
_38202_,53.52
_43062_,53.52
_24252_,53.5
_36516_,53.5
_36993_,53.5
_33515_,53.48
_42204_,53.48
_37911_,53.47
_19930_,53.44
_23415_,53.44
u_score_dp.mac_gen\[8\].u_mac.accum_out\[1\],53.44
_09211_,53.42
_29231_,53.42
_33097_,53.42
out\[69\]\[6\],53.42
_41156_,53.4
_43967_,53.38
_11238_,53.36
_41164_,53.36
scaled_scores\[56\]\[8\],53.36
clknet_leaf_57_clk,53.36
clknet_leaf_851_clk,53.36
_33272_,53.33
_34364_,53.3
_38827_,53.3
_43291_,53.3
_09476_,53.28
_21971_,53.28
_37926_,53.28
_29496_,53.26
_34694_,53.26
_42407_,53.26
_36150_,53.24
_37937_,53.24
u_score_dp.mac_gen\[10\].u_mac.accum_out\[11\],53.22
_34253_,53.18
clknet_leaf_395_clk,53.18
_14427_,53.17
_34830_,53.17
_37198_,53.16
_29013_,53.12
_38296_,53.12
out\[109\]\[0\],53.12
clknet_leaf_607_clk,53.12
_30358_,53.08
u_score_dp.mac_gen\[3\].u_mac.accum_out\[15\],53.06
_19210_,53.04
_29876_,53.04
_39574_,53.04
scaled_scores\[59\]\[7\],53.04
clknet_leaf_208_clk,53.04
_32942_,53.02
_37476_,53.02
clknet_leaf_480_clk,53.02
_24936_,53
net856,53
_26930_,52.96
_31479_,52.96
u_score_dp.mac_gen\[10\].u_mac.accum_out\[12\],52.96
clknet_leaf_275_clk,52.96
clknet_leaf_399_clk,52.96
_29465_,52.94
u_score_dp.mac_gen\[4\].u_mac.accum_out\[3\],52.89
_09231_,52.88
_40194_,52.88
u_score_dp.mac_gen\[8\].u_mac.accum_out\[0\],52.88
u_weighted_dp.mac_gen\[3\].u_mac.accum_out\[11\],52.88
_09312_,52.86
u_weighted_dp.mac_gen\[5\].u_mac.accum_out\[10\],52.86
_11118_,52.85
_32180_,52.85
_12076_,52.84
_39676_,52.84
_40222_,52.84
clknet_leaf_338_clk,52.84
_32831_,52.8
k\[9\]\[6\],52.76
_38534_,52.7
_41876_,52.7
_25102_,52.68
net779,52.67
_20572_,52.66
_34280_,52.63
clknet_leaf_489_clk,52.62
_35309_,52.61
_39919_,52.58
_09041_,52.54
clknet_leaf_642_clk,52.54
clknet_leaf_368_clk,52.52
_26539_,52.51
clknet_leaf_515_clk,52.5
_09423_,52.48
u_weighted_dp.mac_gen\[4\].u_mac.accum_out\[7\],52.46
_32980_,52.44
_36439_,52.42
u_score_dp.mac_gen\[4\].u_mac.accum_out\[4\],52.42
clknet_leaf_696_clk,52.42
_40365_,52.365
clknet_leaf_396_clk,52.36
clknet_leaf_623_clk,52.36
_26381_,52.34
_37126_,52.34
clknet_leaf_230_clk,52.34
clknet_leaf_581_clk,52.34
clknet_leaf_417_clk,52.32
_21027_,52.3
clknet_leaf_284_clk,52.3
scaled_scores\[56\]\[12\],52.28
_30489_,52.24
_08174_,52.22
_22544_,52.22
scaled_scores\[55\]\[3\],52.19
_09666_,52.18
_09133_,52.16
_42485_,52.14
scaled_scores\[50\]\[9\],52.14
_35547_,52.12
net774,52.09
_23521_,52.08
_33417_,52.045
_39899_,52.02
scaled_scores\[6\]\[9\],52.005
_33487_,52
scaled_scores\[63\]\[14\],52
clknet_leaf_902_clk,52
_09746_,51.98
u_weighted_dp.mac_gen\[3\].u_mac.accum_out\[12\],51.98
_32022_,51.94
_20925_,51.92
_35853_,51.87
_31069_,51.86
_44184_,51.86
_26842_,51.84
_09687_,51.82
_38422_,51.82
_09273_,51.8
_13796_,51.8
_21605_,51.8
clknet_leaf_339_clk,51.8
clknet_leaf_787_clk,51.8
_35921_,51.78
_38064_,51.78
clknet_leaf_842_clk,51.76
clknet_leaf_861_clk,51.74
_23547_,51.72
_09547_,51.7
_09242_,51.66
_35246_,51.66
_43467_,51.66
scaled_scores\[51\]\[3\],51.66
_35418_,51.64
clknet_leaf_638_clk,51.64
_14478_,51.62
_32796_,51.62
_38035_,51.62
_27494_,51.58
_37082_,51.56
_20419_,51.54
clknet_leaf_423_clk,51.54
_38281_,51.5
u_weighted_dp.mac_gen\[7\].u_mac.accum_out\[0\],51.5
clknet_leaf_17_clk,51.44
_09422_,51.42
_22771_,51.42
_24274_,51.42
_32350_,51.42
clknet_leaf_751_clk,51.42
u_weighted_dp.mac_gen\[3\].u_mac.accum_out\[9\],51.4
_19269_,51.38
scaled_scores\[47\]\[6\],51.34
_22223_,51.32
_33545_,51.3
_37567_,51.29
clknet_leaf_212_clk,51.28
_24857_,51.275
_27180_,51.26
_09717_,51.24
q\[85\]\[4\],51.205
_11134_,51.2
_31587_,51.2
v\[33\]\[1\],51.195
_08418_,51.16
_19832_,51.16
q\[83\]\[2\],51.14
_44100_,51.12
_33511_,51.1
_42971_,51.1
_09601_,51.06
u_score_dp.mac_gen\[9\].u_mac.accum_out\[2\],51.05
_34367_,51.04
_33593_,51.02
_14435_,51
_08563_,50.96
scaled_scores\[25\]\[6\],50.94
u_score_dp.mac_gen\[1\].u_mac.accum_out\[3\],50.94
_30939_,50.92
_18015_,50.88
scaled_scores\[63\]\[7\],50.88
_35287_,50.86
q\[122\]\[0\],50.84
_29442_,50.81
_10800_,50.8
_22194_,50.8
_37677_,50.78
clknet_leaf_344_clk,50.78
_22821_,50.76
_35068_,50.74
_32830_,50.72
_37288_,50.71
_24052_,50.7
_29138_,50.7
_31821_,50.7
clknet_leaf_54_clk,50.7
_37657_,50.68
_44284_,50.66
_20390_,50.64
_24499_,50.62
_24240_,50.6
_34060_,50.59
_25335_,50.58
_09591_,50.56
_33027_,50.56
_43240_,50.54
_33503_,50.52
clknet_leaf_47_clk,50.52
clknet_leaf_110_clk,50.5
_44215_,50.495
_34353_,50.46
_41157_,50.46
u_score_dp.mac_gen\[3\].u_mac.accum_out\[9\],50.46
_20367_,50.44
u_score_dp.mac_gen\[3\].u_mac.accum_out\[14\],50.44
clknet_leaf_159_clk,50.44
_14017_,50.42
_32713_,50.42
_35963_,50.42
_21250_,50.395
out\[69\]\[7\],50.38
_08305_,50.36
_30388_,50.36
clknet_leaf_353_clk,50.36
_26589_,50.28
_21123_,50.26
_29850_,50.26
_33177_,50.26
_09165_,50.24
clknet_leaf_170_clk,50.2
_43465_,50.18
_09263_,50.16
_09557_,50.16
_13409_,50.16
scaled_scores\[9\]\[17\],50.14
_38362_,50.13
_37915_,50.12
k\[88\]\[0\],50.12
_21584_,50.08
_33538_,50.08
v\[2\]\[2\],50.08
_37229_,50.06
_39656_,50.06
scaled_scores\[54\]\[1\],50.06
out\[109\]\[1\],50
clknet_leaf_366_clk,50
clknet_leaf_507_clk,50
_32964_,49.98
scaled_scores\[49\]\[15\],49.98
_25395_,49.96
_33519_,49.96
clknet_leaf_820_clk,49.95
_22411_,49.94
clknet_leaf_35_clk,49.94
_33014_,49.92
_33555_,49.92
_33925_,49.92
clknet_leaf_730_clk,49.9
_08566_,49.88
_22538_,49.88
_30559_,49.88
v\[12\]\[7\],49.88
_38476_,49.87
_29865_,49.86
_26230_,49.82
_27475_,49.82
_37002_,49.82
_43543_,49.79
_09251_,49.78
_37528_,49.78
_30592_,49.74
_33217_,49.74
clknet_leaf_814_clk,49.74
scaled_scores\[60\]\[14\],49.72
_22947_,49.71
clknet_leaf_194_clk,49.7
_30140_,49.66
_21608_,49.62
scaled_scores\[54\]\[6\],49.62
u_weighted_dp.mac_gen\[3\].u_mac.accum_out\[10\],49.615
_21161_,49.6
_43261_,49.58
scaled_scores\[9\]\[12\],49.56
_18705_,49.54
_25458_,49.54
raw_scores\[47\]\[10\],49.54
scaled_scores\[24\]\[15\],49.54
_09681_,49.52
_36311_,49.52
_34833_,49.51
_42822_,49.46
_09436_,49.44
_10859_,49.44
_28076_,49.44
_38373_,49.44
clknet_leaf_626_clk,49.44
_09471_,49.42
_39204_,49.42
scaled_scores\[50\]\[13\],49.38
_09562_,49.36
u_weighted_dp.mac_gen\[6\].u_mac.accum_out\[2\],49.36
_19630_,49.32
clknet_leaf_685_clk,49.32
_11235_,49.3
_08298_,49.28
_39786_,49.28
_09347_,49.25
u_score_dp.mac_gen\[3\].u_mac.accum_out\[2\],49.24
scaled_scores\[26\]\[11\],49.22
u_score_dp.mac_gen\[4\].u_mac.accum_out\[14\],49.22
_43162_,49.2
clknet_leaf_699_clk,49.2
_38192_,49.185
_35402_,49.16
_40008_,49.16
q\[117\]\[7\],49.16
_30691_,49.12
scaled_scores\[13\]\[9\],49.12
_22420_,49.1
clknet_leaf_346_clk,49.06
_08571_,49.04
_11151_,49.04
_21623_,49.04
_38661_,49.04
_33951_,49
_38655_,48.97
_20346_,48.94
_10848_,48.92
_43640_,48.91
scaled_scores\[59\]\[0\],48.88
_23488_,48.86
_37272_,48.86
raw_scores\[63\]\[8\],48.86
_40917_,48.84
_37027_,48.82
_09663_,48.78
_11149_,48.78
_25717_,48.78
_09386_,48.74
u_weighted_dp.mac_gen\[3\].u_mac.accum_out\[13\],48.73
_28383_,48.72
_33478_,48.72
_37147_,48.72
_34265_,48.7
clknet_leaf_857_clk,48.7
_34407_,48.66
_37322_,48.66
_41548_,48.66
q\[85\]\[6\],48.645
_28180_,48.64
_39742_,48.64
_09339_,48.635
_30019_,48.62
_38051_,48.62
_09590_,48.58
_43192_,48.57
_33563_,48.56
_38148_,48.56
clknet_leaf_354_clk,48.56
_37708_,48.545
_21875_,48.54
_29192_,48.54
clknet_leaf_160_clk,48.54
clknet_leaf_927_clk,48.5
_09718_,48.48
_27083_,48.48
_36960_,48.46
scaled_scores\[37\]\[3\],48.46
_09508_,48.44
_28651_,48.42
_09426_,48.38
_30950_,48.38
_32047_,48.38
_37296_,48.38
_39991_,48.36
q\[115\]\[2\],48.36
scaled_scores\[63\]\[1\],48.36
clknet_leaf_380_clk,48.36
scaled_scores\[17\]\[7\],48.34
_36210_,48.31
q\[117\]\[2\],48.3
_28106_,48.28
_32907_,48.28
_29940_,48.24
_13266_,48.22
scaled_scores\[1\]\[7\],48.2
scaled_scores\[9\]\[8\],48.185
clknet_leaf_235_clk,48.18
_36785_,48.16
clknet_leaf_783_clk,48.155
scaled_scores\[26\]\[5\],48.14
u_weighted_dp.mac_gen\[3\].u_mac.accum_out\[3\],48.14
u_weighted_dp.mac_gen\[0\].u_mac.accum_out\[7\],48.12
_36608_,48.1
_41491_,48.08
_37282_,48.04
_37790_,48.04
_21639_,48.02
_36966_,48.02
q\[120\]\[7\],48.02
_19900_,47.98
_34977_,47.98
_44201_,47.96
_37721_,47.94
_08152_,47.92
_24868_,47.88
_30969_,47.88
_40120_,47.84
_10856_,47.8
_36347_,47.8
scaled_scores\[53\]\[16\],47.8
_09319_,47.78
_23261_,47.78
scaled_scores\[10\]\[0\],47.78
_24663_,47.775
_38085_,47.76
_37016_,47.72
_37976_,47.72
_27912_,47.7
_33830_,47.7
q\[118\]\[5\],47.68
clknet_leaf_467_clk,47.68
clknet_leaf_482_clk,47.68
_11177_,47.66
v\[2\]\[4\],47.62
_30469_,47.6
net877,47.6
clknet_leaf_733_clk,47.58
_09645_,47.56
clknet_leaf_738_clk,47.56
scaled_scores\[4\]\[10\],47.54
_20100_,47.52
clknet_leaf_535_clk,47.52
_34591_,47.5
_22778_,47.48
_34544_,47.48
_38036_,47.46
_38285_,47.455
net349,47.45
_10850_,47.44
_30929_,47.44
scaled_scores\[32\]\[11\],47.44
_28679_,47.43
u_score_dp.mac_gen\[4\].u_mac.accum_out\[13\],47.42
_37724_,47.385
_28524_,47.38
clknet_leaf_850_clk,47.38
_11158_,47.37
_34259_,47.36
_09728_,47.28
_22341_,47.28
out\[109\]\[3\],47.28
_14849_,47.26
_34193_,47.26
_09192_,47.24
_38349_,47.24
_37074_,47.22
u_weighted_dp.mac_gen\[5\].u_mac.accum_out\[16\],47.2
_11170_,47.18
scaled_scores\[9\]\[7\],47.18
_32116_,47.14
_34741_,47.14
_36343_,47.14
_26448_,47.1
_30045_,47.1
net6054,47.1
_34963_,47.08
_19397_,47.06
_08283_,47.04
q\[82\]\[6\],47.04
scaled_scores\[48\]\[2\],47.04
_21552_,47.02
_33923_,47.02
_36769_,46.98
_09390_,46.96
_10863_,46.94
_27072_,46.94
_36218_,46.94
_35087_,46.92
_23920_,46.9
_28315_,46.9
_33327_,46.9
_43180_,46.9
_20580_,46.88
_32769_,46.86
scaled_scores\[54\]\[16\],46.86
_26383_,46.84
_36789_,46.84
_40645_,46.84
_24213_,46.82
_34366_,46.8
_38391_,46.8
_19588_,46.78
_25412_,46.78
_32353_,46.78
clknet_leaf_522_clk,46.78
_25804_,46.76
_34673_,46.76
_36631_,46.76
clknet_leaf_843_clk,46.76
q\[88\]\[7\],46.745
_34472_,46.72
scaled_scores\[17\]\[0\],46.72
clknet_leaf_658_clk,46.72
_38656_,46.7
_19297_,46.68
_25162_,46.68
_37696_,46.68
scaled_scores\[13\]\[15\],46.68
scaled_scores\[26\]\[2\],46.68
_43312_,46.66
_40861_,46.64
scaled_scores\[0\]\[12\],46.64
_13995_,46.62
_29878_,46.62
_37153_,46.62
_09268_,46.6
_34124_,46.6
_35337_,46.58
_37007_,46.54
clknet_leaf_694_clk,46.52
_40312_,46.5
_42117_,46.5
_22279_,46.495
_09602_,46.48
_26414_,46.48
_39624_,46.48
clknet_leaf_154_clk,46.48
_33465_,46.47
_32926_,46.46
scaled_scores\[21\]\[9\],46.46
_26367_,46.44
_39435_,46.44
_09626_,46.435
_39881_,46.42
_24948_,46.41
_38486_,46.4
_25843_,46.38
_29306_,46.38
_41413_,46.34
_42149_,46.34
_25101_,46.32
_43132_,46.29
_32872_,46.28
u_score_dp.mac_gen\[3\].u_mac.accum_out\[1\],46.26
_10816_,46.24
_42815_,46.24
_14536_,46.22
_34647_,46.22
_09254_,46.18
_15159_,46.18
_23037_,46.18
_26348_,46.18
_35908_,46.1
_36209_,46.1
_09431_,46.06
_31158_,46.06
_09417_,46.04
_11175_,46.04
_34691_,46.04
_19794_,46.02
_22808_,46.02
_39666_,46.02
_42111_,46.02
_13798_,46
_08489_,45.98
clknet_leaf_710_clk,45.98
clknet_leaf_912_clk,45.98
_39424_,45.96
_21245_,45.94
_09481_,45.92
_26266_,45.92
_36015_,45.92
clknet_leaf_717_clk,45.92
_39453_,45.9
_37041_,45.89
_24232_,45.875
_37164_,45.86
_35077_,45.83
scaled_scores\[55\]\[5\],45.82
_22757_,45.8
_43438_,45.8
_39234_,45.76
_14310_,45.72
_20406_,45.72
_09615_,45.7
_34899_,45.7
_23338_,45.69
_22797_,45.68
_33350_,45.68
_34566_,45.66
_13259_,45.64
_23465_,45.64
_26410_,45.64
clknet_leaf_309_clk,45.64
clknet_leaf_695_clk,45.64
clknet_leaf_864_clk,45.64
_42681_,45.62
_35457_,45.6
_10911_,45.56
_22077_,45.56
q\[84\]\[1\],45.54
clknet_leaf_143_clk,45.535
k\[25\]\[4\],45.52
_34378_,45.51
_34995_,45.48
out\[126\]\[7\],45.48
_28331_,45.44
_33684_,45.44
_22981_,45.42
_41485_,45.42
_20359_,45.4
_11184_,45.36
_21203_,45.36
_09202_,45.34
_40698_,45.34
_18018_,45.3
_24516_,45.3
_33875_,45.3
clknet_leaf_69_clk,45.3
_23515_,45.27
_10155_,45.26
_39874_,45.26
_10865_,45.24
_39849_,45.22
_22109_,45.18
_25779_,45.18
_37003_,45.18
clknet_leaf_229_clk,45.18
_26117_,45.14
_38316_,45.13
_40045_,45.12
q\[25\]\[7\],45.12
_19534_,45.1
_43034_,45.1
clknet_leaf_742_clk,45.1
_07810_,45.08
_31308_,45.08
_38088_,45.08
_11240_,45.06
_09870_,45.045
_09646_,45.04
_36626_,45.04
_10927_,45.02
_36555_,45
v\[117\]\[5\],45
clknet_leaf_741_clk,44.98
clknet_leaf_795_clk,44.98
_34260_,44.96
_37346_,44.92
u_weighted_dp.mac_gen\[5\].u_mac.accum_out\[15\],44.92
_36858_,44.895
_27168_,44.89
_35292_,44.89
_43157_,44.89
scaled_scores\[17\]\[3\],44.88
scaled_scores\[8\]\[5\],44.88
net681,44.88
_28058_,44.86
_32148_,44.82
_33375_,44.82
_40760_,44.82
q\[86\]\[3\],44.82
_09751_,44.8
_27762_,44.8
_33310_,44.76
_28195_,44.72
_00227_,44.7
_09370_,44.7
_32064_,44.7
_14456_,44.66
_33232_,44.66
clknet_leaf_796_clk,44.66
clknet_leaf_794_clk,44.64
_20353_,44.6
_29230_,44.6
scaled_scores\[60\]\[0\],44.6
scaled_scores\[60\]\[5\],44.6
_19092_,44.58
_33196_,44.58
scaled_scores\[9\]\[16\],44.56
net682,44.54
u_score_dp.mac_gen\[5\].u_mac.accum_out\[1\],44.51
_21089_,44.49
_09551_,44.48
scaled_scores\[1\]\[13\],44.48
_29965_,44.46
_31018_,44.46
_31235_,44.46
_32779_,44.46
clknet_leaf_728_clk,44.46
_37626_,44.44
_44214_,44.44
_38250_,44.43
_27602_,44.42
_09427_,44.4
_09567_,44.36
_09606_,44.36
_23458_,44.36
_38300_,44.36
u_score_dp.mac_gen\[3\].u_mac.accum_out\[10\],44.36
u_weighted_dp.mac_gen\[6\].u_mac.accum_out\[1\],44.36
_27472_,44.34
_32254_,44.34
_35289_,44.34
_40025_,44.34
_09737_,44.32
u_score_dp.mac_gen\[4\].u_mac.accum_out\[5\],44.26
u_weighted_dp.mac_gen\[2\].u_mac.accum_out\[16\],44.26
_09692_,44.24
_30918_,44.24
_28926_,44.22
_32883_,44.22
_33559_,44.22
_07550_,44.16
_26335_,44.14
_33867_,44.14
_07537_,44.135
clknet_leaf_439_clk,44.135
_09208_,44.12
_09411_,44.12
_09605_,44.12
_09765_,44.12
_37733_,44.12
net344,44.12
clknet_leaf_725_clk,44.12
_33319_,44.11
_21681_,44.1
_26931_,44.1
_20311_,44.08
_23579_,44.08
_39333_,44.08
_39979_,44.08
_40323_,44.08
_34596_,44.06
q\[114\]\[7\],44.06
scaled_scores\[51\]\[2\],44.06
_31004_,44.04
_33276_,44.04
clknet_leaf_83_clk,44.04
_34988_,43.98
_37683_,43.98
_34461_,43.96
_43454_,43.96
_44283_,43.96
scaled_scores\[46\]\[6\],43.945
_23958_,43.94
_14018_,43.93
_26903_,43.92
_10846_,43.9
_38304_,43.9
net2114,43.9
_35704_,43.88
_38015_,43.88
_09392_,43.82
_20389_,43.8
_33570_,43.8
_33879_,43.8
scaled_scores\[48\]\[1\],43.785
_19577_,43.76
_19821_,43.76
sm_cycle\[1\],43.76
q\[118\]\[0\],43.74
_20643_,43.73
_11180_,43.72
_38624_,43.7
_32298_,43.66
scaled_scores\[50\]\[15\],43.66
_35373_,43.64
_37883_,43.64
k\[25\]\[6\],43.64
v\[87\]\[3\],43.64
_23506_,43.63
_20009_,43.61
_40078_,43.6
scaled_scores\[6\]\[11\],43.6
_34046_,43.58
clknet_leaf_764_clk,43.56
v\[32\]\[4\],43.54
_33735_,43.52
_40094_,43.515
_26312_,43.5
_37797_,43.5
_21685_,43.46
_24913_,43.46
_37813_,43.46
_33988_,43.44
_09721_,43.42
scaled_scores\[7\]\[5\],43.405
_37213_,43.4
_09393_,43.38
_09722_,43.38
_09800_,43.38
_29458_,43.37
_20890_,43.36
_26497_,43.36
clknet_leaf_495_clk,43.36
_25027_,43.34
_36415_,43.34
_36896_,43.34
_37389_,43.34
_43424_,43.32
_28025_,43.3
_29395_,43.3
_37044_,43.3
_37157_,43.3
_21934_,43.28
_21092_,43.26
_24097_,43.24
_34165_,43.24
scaled_scores\[34\]\[9\],43.22
u_score_dp.mac_gen\[10\].u_mac.accum_out\[8\],43.22
clknet_leaf_14_clk,43.22
_23959_,43.18
_41906_,43.18
scaled_scores\[26\]\[1\],43.16
scaled_scores\[60\]\[9\],43.16
q\[117\]\[0\],43.14
clknet_leaf_102_clk,43.14
_38622_,43.12
_42119_,43.12
_38817_,43.08
_41175_,43.08
clknet_leaf_678_clk,43.08
_09676_,43.06
_25130_,43.06
_35993_,43.06
_19542_,43.02
_43510_,43.02
