net,length_um
net6561,6.2
net6693,6.2
net6701,6.2
net7092,6.2
net7210,6.2
net7774,6.2
_00260_,6.185
_00316_,6.185
_00900_,6.185
_00987_,6.185
_01095_,6.185
_01188_,6.185
_01190_,6.185
_01364_,6.185
_01729_,6.185
_01943_,6.185
_02199_,6.185
_02327_,6.185
_04034_,6.185
_04430_,6.185
_05068_,6.185
_05072_,6.185
_05073_,6.185
_05455_,6.185
_05601_,6.185
_06724_,6.185
_06837_,6.185
_06989_,6.185
_35762_,6.185
k\[49\]\[6\],6.185
_01229_,6.18
_07460_,6.18
_07870_,6.18
_07926_,6.18
_08076_,6.18
_08135_,6.18
_08597_,6.18
_08773_,6.18
_08805_,6.18
_08815_,6.18
_08859_,6.18
_08877_,6.18
_08953_,6.18
_09759_,6.18
_09964_,6.18
_10188_,6.18
_10198_,6.18
_10249_,6.18
_10506_,6.18
_10642_,6.18
_10649_,6.18
_11376_,6.18
_11405_,6.18
_11627_,6.18
_11654_,6.18
_12209_,6.18
_12257_,6.18
_12274_,6.18
_12305_,6.18
_12608_,6.18
_13006_,6.18
_13041_,6.18
_13133_,6.18
_13154_,6.18
_13201_,6.18
_13281_,6.18
_13449_,6.18
_13651_,6.18
_13708_,6.18
_13956_,6.18
_14039_,6.18
_14093_,6.18
_14443_,6.18
_14551_,6.18
_14748_,6.18
_14779_,6.18
_14835_,6.18
_14862_,6.18
_14907_,6.18
_15055_,6.18
_15339_,6.18
_15387_,6.18
_15537_,6.18
_15587_,6.18
_15588_,6.18
_15628_,6.18
_15678_,6.18
_15690_,6.18
_15783_,6.18
_15833_,6.18
_15907_,6.18
_16432_,6.18
_16557_,6.18
_16656_,6.18
_16684_,6.18
_16917_,6.18
_16975_,6.18
_17046_,6.18
_17064_,6.18
_17089_,6.18
_17228_,6.18
_17291_,6.18
_17353_,6.18
_17564_,6.18
_17611_,6.18
_17619_,6.18
_17627_,6.18
_17827_,6.18
_17965_,6.18
_18058_,6.18
_18130_,6.18
_18343_,6.18
_18352_,6.18
_18710_,6.18
_18750_,6.18
_18765_,6.18
_18912_,6.18
_18962_,6.18
_19166_,6.18
_19665_,6.18
_19842_,6.18
_19873_,6.18
_20280_,6.18
_20834_,6.18
_21124_,6.18
_21357_,6.18
_21454_,6.18
_21538_,6.18
_21576_,6.18
_21642_,6.18
_21695_,6.18
_21864_,6.18
_22174_,6.18
_22624_,6.18
_22862_,6.18
_23092_,6.18
_24612_,6.18
_25091_,6.18
_25092_,6.18
_25400_,6.18
_25548_,6.18
_26028_,6.18
_26656_,6.18
_26874_,6.18
_26959_,6.18
_27216_,6.18
_27234_,6.18
_27435_,6.18
_27578_,6.18
_27593_,6.18
_27626_,6.18
_27981_,6.18
_28241_,6.18
_28742_,6.18
_28754_,6.18
_28774_,6.18
_28881_,6.18
_29038_,6.18
_29077_,6.18
_29947_,6.18
_30158_,6.18
_30191_,6.18
_30281_,6.18
_30316_,6.18
_30553_,6.18
_30709_,6.18
_30961_,6.18
_31280_,6.18
_31326_,6.18
_31338_,6.18
_31388_,6.18
_31517_,6.18
_31780_,6.18
_32235_,6.18
_32237_,6.18
_32251_,6.18
_33009_,6.18
_34968_,6.18
_34974_,6.18
_35069_,6.18
_35652_,6.18
_35795_,6.18
_36933_,6.18
_37230_,6.18
_37287_,6.18
_37330_,6.18
_37714_,6.18
_38398_,6.18
_38965_,6.18
_40371_,6.18
_40867_,6.18
_41086_,6.18
_41303_,6.18
_41331_,6.18
_41630_,6.18
_41779_,6.18
_41963_,6.18
_42324_,6.18
_42517_,6.18
_42610_,6.18
_42731_,6.18
_42762_,6.18
_43626_,6.18
_43677_,6.18
_43731_,6.18
_43738_,6.18
_43739_,6.18
_43912_,6.18
_44239_,6.18
_44261_,6.18
k\[119\]\[3\],6.18
out\[110\]\[5\],6.18
out\[114\]\[2\],6.18
q\[100\]\[0\],6.18
q\[31\]\[0\],6.18
q\[34\]\[4\],6.18
raw_scores\[28\]\[14\],6.18
raw_scores\[36\]\[8\],6.18
raw_scores\[9\]\[10\],6.18
scaled_scores\[15\]\[9\],6.18
scaled_scores\[33\]\[7\],6.18
scaled_scores\[38\]\[13\],6.18
scaled_scores\[50\]\[2\],6.18
v\[14\]\[3\],6.18
v\[34\]\[4\],6.18
v\[40\]\[1\],6.18
v\[69\]\[3\],6.18
weights\[60\]\[2\],6.18
net970,6.18
net1198,6.18
net1327,6.18
net1411,6.18
net1594,6.18
net1696,6.18
net1940,6.18
net2007,6.18
net2235,6.18
net2251,6.18
net2270,6.18
net2357,6.18
net2385,6.18
net2547,6.18
net2696,6.18
net2892,6.18
net2895,6.18
net2896,6.18
net3303,6.18
net3347,6.18
net3744,6.18
net4023,6.18
net4647,6.18
net4709,6.18
net4754,6.18
net5512,6.18
net5536,6.18
net5595,6.18
net5649,6.18
net5752,6.18
net5997,6.18
net6009,6.18
net6355,6.18
net6577,6.18
net6611,6.18
net6802,6.18
net6808,6.18
net6826,6.18
net7332,6.18
net7551,6.18
net7565,6.18
net7816,6.18
net7882,6.18
_38687_,6.17
_39245_,6.17
_03552_,6.165
_04335_,6.165
_05782_,6.165
q\[89\]\[0\],6.165
_01599_,6.16
_04893_,6.16
_12029_,6.16
_12636_,6.16
_13728_,6.16
_15443_,6.16
_18511_,6.16
_19395_,6.16
_20402_,6.16
_23057_,6.16
_23764_,6.16
_23784_,6.16
_24103_,6.16
_24412_,6.16
_24483_,6.16
_25795_,6.16
_28573_,6.16
_28865_,6.16
_28976_,6.16
_29557_,6.16
_30020_,6.16
_30309_,6.16
_31543_,6.16
_31744_,6.16
_32762_,6.16
_33015_,6.16
_34636_,6.16
_35700_,6.16
_36359_,6.16
_36679_,6.16
_38027_,6.16
_41985_,6.16
_42361_,6.16
_43061_,6.16
_43338_,6.16
weights\[16\]\[0\],6.16
weights\[4\]\[5\],6.16
net800,6.16
net5743,6.16
_05265_,6.155
_24641_,6.155
k\[127\]\[2\],6.155
scaled_scores\[34\]\[0\],6.145
_00100_,6.14
_00124_,6.14
_00178_,6.14
_07781_,6.14
_07794_,6.14
_08356_,6.14
_09425_,6.14
_10171_,6.14
_10435_,6.14
_10599_,6.14
_10759_,6.14
_11834_,6.14
_12086_,6.14
_12377_,6.14
_12460_,6.14
_12611_,6.14
_12703_,6.14
_12952_,6.14
_13085_,6.14
_13162_,6.14
_13178_,6.14
_13208_,6.14
_13221_,6.14
_13335_,6.14
_13813_,6.14
_13905_,6.14
_14557_,6.14
_14598_,6.14
_14632_,6.14
_14710_,6.14
_14889_,6.14
_15022_,6.14
_15124_,6.14
_15374_,6.14
_15403_,6.14
_15635_,6.14
_15669_,6.14
_15780_,6.14
_15898_,6.14
_15960_,6.14
_16343_,6.14
_16354_,6.14
_16682_,6.14
_16946_,6.14
_17191_,6.14
_17206_,6.14
_17373_,6.14
_17476_,6.14
_17552_,6.14
_17589_,6.14
_17665_,6.14
_17697_,6.14
_17850_,6.14
_17928_,6.14
_18023_,6.14
_18111_,6.14
_18202_,6.14
_18485_,6.14
_18839_,6.14
_18908_,6.14
_19329_,6.14
_19871_,6.14
_19932_,6.14
_19937_,6.14
_20867_,6.14
_21172_,6.14
_21599_,6.14
_22063_,6.14
_22104_,6.14
_22217_,6.14
_22829_,6.14
_23065_,6.14
_23513_,6.14
_24143_,6.14
_25032_,6.14
_27187_,6.14
_27387_,6.14
_28354_,6.14
_28887_,6.14
_29117_,6.14
_29172_,6.14
_29540_,6.14
_29670_,6.14
_29677_,6.14
_29857_,6.14
_30891_,6.14
_30907_,6.14
_31258_,6.14
_31998_,6.14
_32156_,6.14
_32618_,6.14
_33168_,6.14
_33916_,6.14
_37242_,6.14
_37313_,6.14
_37737_,6.14
_37739_,6.14
_38008_,6.14
_38242_,6.14
_39060_,6.14
_39130_,6.14
_39438_,6.14
_39665_,6.14
_39704_,6.14
_40183_,6.14
_40293_,6.14
_40674_,6.14
_41131_,6.14
_41219_,6.14
_41479_,6.14
_41765_,6.14
_41843_,6.14
_42122_,6.14
_43654_,6.14
_44107_,6.14
k\[10\]\[6\],6.14
q\[104\]\[3\],6.14
q\[23\]\[2\],6.14
raw_scores\[14\]\[10\],6.14
raw_scores\[28\]\[18\],6.14
raw_scores\[41\]\[6\],6.14
scaled_scores\[21\]\[8\],6.14
scaled_scores\[38\]\[5\],6.14
scaled_scores\[3\]\[3\],6.14
weights\[11\]\[4\],6.14
weights\[32\]\[1\],6.14
net1357,6.14
net1624,6.14
net1672,6.14
net1857,6.14
net3336,6.14
net3758,6.14
net3842,6.14
net5289,6.14
net5298,6.14
net5341,6.14
net5788,6.14
_03454_,6.135
_05180_,6.135
_05296_,6.135
_05584_,6.135
_00374_,6.125
_01924_,6.125
_01940_,6.125
_08275_,6.12
_11712_,6.12
_16708_,6.12
_16970_,6.12
_33445_,6.12
_35742_,6.12
v\[108\]\[7\],6.12
v\[27\]\[4\],6.12
v\[62\]\[4\],6.12
v\[9\]\[7\],6.12
net6534,6.12
_30525_,6.11
row_data[52],6.11
_00431_,6.105
_01393_,6.105
_01825_,6.105
_02642_,6.105
_02970_,6.105
_05697_,6.105
_06240_,6.105
_06284_,6.105
_06813_,6.105
_06898_,6.105
_07114_,6.105
_07178_,6.105
_01934_,6.1
_02647_,6.095
_19431_,6.085
k\[27\]\[2\],6.085
q\[60\]\[6\],6.085
_00560_,6.08
_00640_,6.08
_00784_,6.08
_01370_,6.08
_01463_,6.08
_01484_,6.08
_02695_,6.08
_02782_,6.08
_04015_,6.08
_05134_,6.08
_05179_,6.08
_05258_,6.08
_05261_,6.08
_05700_,6.08
_05873_,6.08
_06552_,6.08
_06694_,6.08
_06978_,6.08
_07028_,6.08
_07058_,6.08
_09298_,6.08
_10942_,6.08
_12866_,6.08
_13207_,6.08
_13612_,6.08
_14377_,6.08
_15216_,6.08
_18937_,6.08
_19054_,6.08
_20448_,6.08
_20767_,6.08
_20899_,6.08
_23689_,6.08
_24335_,6.08
_26661_,6.08
_27136_,6.08
_29031_,6.08
_32766_,6.08
_35601_,6.08
_38462_,6.08
_38659_,6.08
_39983_,6.08
_40688_,6.08
_40865_,6.08
_43716_,6.08
k\[44\]\[3\],6.08
k\[61\]\[4\],6.08
net899,6.08
net1684,6.08
net1887,6.08
net2164,6.08
net2234,6.08
net2250,6.08
net2501,6.08
net2802,6.08
net2831,6.08
net2863,6.08
net2865,6.08
net2884,6.08
net3083,6.08
net3191,6.08
net3192,6.08
net3266,6.08
net3374,6.08
net3808,6.08
net3849,6.08
net4010,6.08
net4066,6.08
net4077,6.08
net4094,6.08
net4145,6.08
net4278,6.08
net4304,6.08
net4309,6.08
net4434,6.08
net4505,6.08
net4595,6.08
net4780,6.08
net4796,6.08
net4981,6.08
net5005,6.08
net5191,6.08
net5272,6.08
net5377,6.08
net5388,6.08
net5488,6.08
net5533,6.08
net5558,6.08
net5725,6.08
net5730,6.08
net5893,6.08
net5981,6.08
net6151,6.08
net6171,6.08
net6203,6.08
net6248,6.08
net6326,6.08
net6709,6.08
net6777,6.08
net6785,6.08
net6823,6.08
net6880,6.08
net6903,6.08
net6939,6.08
net7315,6.08
net7343,6.08
net7429,6.08
net7442,6.08
net7511,6.08
k\[60\]\[4\],6.075
_41358_,6.07
_42126_,6.07
_00359_,6.065
_00778_,6.065
_00850_,6.065
_01084_,6.065
_02379_,6.065
_02729_,6.065
_06255_,6.065
k\[52\]\[0\],6.065
q\[56\]\[0\],6.065
q\[60\]\[4\],6.065
q\[61\]\[7\],6.065
q\[81\]\[2\],6.065
v\[113\]\[5\],6.065
v\[7\]\[7\],6.065
_07186_,6.06
_07445_,6.06
_09589_,6.06
_09733_,6.06
_10428_,6.06
_10532_,6.06
_11672_,6.06
_13543_,6.06
_13983_,6.06
_14053_,6.06
_14248_,6.06
_14281_,6.06
_14812_,6.06
_14990_,6.06
_15043_,6.06
_15871_,6.06
_15915_,6.06
_15921_,6.06
_15942_,6.06
_16676_,6.06
_17336_,6.06
_17374_,6.06
_18946_,6.06
_18968_,6.06
_19890_,6.06
_20657_,6.06
_21075_,6.06
_21278_,6.06
_21643_,6.06
_21751_,6.06
_22600_,6.06
_23280_,6.06
_24715_,6.06
_25175_,6.06
_25221_,6.06
_25318_,6.06
_25622_,6.06
_26289_,6.06
_26941_,6.06
_26960_,6.06
_27885_,6.06
_28034_,6.06
_28366_,6.06
_28469_,6.06
_29774_,6.06
_29860_,6.06
_31221_,6.06
_31409_,6.06
_31427_,6.06
_31947_,6.06
_32226_,6.06
_32300_,6.06
_32506_,6.06
_34755_,6.06
_37301_,6.06
_37766_,6.06
_38266_,6.06
_38564_,6.06
_38905_,6.06
_40682_,6.06
_40711_,6.06
_41040_,6.06
_41412_,6.06
_41813_,6.06
_42372_,6.06
_42470_,6.06
_42538_,6.06
_42820_,6.06
_42848_,6.06
_42992_,6.06
_43216_,6.06
_43758_,6.06
_43934_,6.06
_43970_,6.06
_44095_,6.06
out\[107\]\[7\],6.06
scaled_scores\[50\]\[0\],6.06
v\[0\]\[0\],6.06
v\[43\]\[3\],6.06
v\[75\]\[2\],6.06
v\[7\]\[2\],6.06
v\[9\]\[4\],6.06
v\[9\]\[5\],6.06
weights\[34\]\[6\],6.06
net1433,6.06
net2090,6.06
net3590,6.06
net4251,6.06
net5318,6.06
net5326,6.06
net6011,6.06
_16501_,6.055
_27620_,6.055
_23008_,6.05
_00264_,6.04
_00791_,6.04
_01045_,6.04
_01054_,6.04
_01876_,6.04
_02824_,6.04
_02865_,6.04
_03730_,6.04
_04582_,6.04
_04882_,6.04
_04884_,6.04
_05064_,6.04
_05213_,6.04
_05431_,6.04
_05501_,6.04
_05621_,6.04
_05838_,6.04
_05841_,6.04
_06009_,6.04
_10358_,6.04
_10363_,6.04
_12705_,6.04
_14211_,6.04
_15028_,6.04
_23714_,6.04
_25669_,6.04
_27907_,6.04
_31215_,6.04
_34159_,6.04
_36977_,6.04
_39986_,6.04
_41229_,6.04
_41424_,6.04
_42297_,6.04
_43905_,6.04
out\[124\]\[5\],6.04
v\[47\]\[6\],6.04
net822,6.04
net2558,6.04
net2780,6.04
net3024,6.04
net3120,6.04
net3222,6.04
net3252,6.04
net3290,6.04
net3493,6.04
net3731,6.04
net3732,6.04
net3733,6.04
net3737,6.04
net3837,6.04
net3951,6.04
net3970,6.04
net4168,6.04
net4232,6.04
net4331,6.04
net4495,6.04
net4534,6.04
net4570,6.04
net4606,6.04
net4638,6.04
net4791,6.04
net4810,6.04
net4879,6.04
net5072,6.04
net5196,6.04
net5344,6.04
net5582,6.04
net5919,6.04
net6125,6.04
net6334,6.04
net6962,6.04
net7029,6.04
net7136,6.04
net7313,6.04
net7384,6.04
_02668_,6.035
_03067_,6.035
_05132_,6.035
q\[52\]\[3\],6.035
_43185_,6.03
_01558_,6.025
q\[87\]\[7\],6.025
v\[38\]\[6\],6.025
_11028_,6.02
_20564_,6.02
_21851_,6.02
_22306_,6.02
_29517_,6.02
_35285_,6.02
_38025_,6.02
_38763_,6.02
_39129_,6.02
_39706_,6.02
k\[10\]\[3\],6.02
k\[111\]\[2\],6.02
k\[71\]\[6\],6.02
q\[0\]\[7\],6.02
q\[65\]\[2\],6.02
raw_scores\[6\]\[3\],6.02
net2278,6.02
_00822_,6.015
_00304_,6.005
_00407_,6.005
_01215_,6.005
_01575_,6.005
_01780_,6.005
_01859_,6.005
_01995_,6.005
_02319_,6.005
_02353_,6.005
_02976_,6.005
_03685_,6.005
_03690_,6.005
_04246_,6.005
_04537_,6.005
_04779_,6.005
_04938_,6.005
_05323_,6.005
_05557_,6.005
_05563_,6.005
_05883_,6.005
_06110_,6.005
_06300_,6.005
_06569_,6.005
_06921_,6.005
_04703_,5.995
_14360_,5.99
_43100_,5.99
_00968_,5.985
_01133_,5.985
_01933_,5.985
_01982_,5.985
_03582_,5.985
_04674_,5.985
_05976_,5.985
_06966_,5.985
_11064_,5.98
_30186_,5.98
_31500_,5.98
_35486_,5.98
_35723_,5.98
_36382_,5.98
_37130_,5.98
_38550_,5.98
_38823_,5.98
_39279_,5.98
_41945_,5.98
_43463_,5.98
net1148,5.98
net1389,5.98
net1429,5.98
net1453,5.98
net1455,5.98
net1507,5.98
net1528,5.98
net2032,5.98
net2058,5.98
net2122,5.98
net2377,5.98
net2698,5.98
net2779,5.98
net2956,5.98
net2973,5.98
net2982,5.98
net3015,5.98
net3027,5.98
net3217,5.98
net3294,5.98
net3502,5.98
net3626,5.98
net3630,5.98
net3639,5.98
net3682,5.98
net3705,5.98
net3723,5.98
net3789,5.98
net3865,5.98
net3892,5.98
net3915,5.98
net4091,5.98
net4096,5.98
net4127,5.98
net4368,5.98
net4404,5.98
net4417,5.98
net4419,5.98
net4433,5.98
net4520,5.98
net4533,5.98
net4594,5.98
net4648,5.98
net4649,5.98
net4686,5.98
net4728,5.98
net4763,5.98
net4823,5.98
net4890,5.98
net4915,5.98
net4920,5.98
net5078,5.98
net5172,5.98
net5217,5.98
net5331,5.98
net5335,5.98
net5457,5.98
net5587,5.98
net5672,5.98
net5694,5.98
net5704,5.98
net5717,5.98
net5800,5.98
net5875,5.98
net5927,5.98
net5952,5.98
net5966,5.98
net6008,5.98
net6263,5.98
net6291,5.98
net6327,5.98
net6428,5.98
net6511,5.98
net6698,5.98
net6716,5.98
net6770,5.98
net6932,5.98
net7099,5.98
net7164,5.98
net7255,5.98
net7296,5.98
net7340,5.98
net7367,5.98
net7368,5.98
net7396,5.98
net7504,5.98
net7548,5.98
net7673,5.98
net7685,5.98
net7799,5.98
net7839,5.98
net7875,5.98
row_data[75],5.97
_01199_,5.965
_01601_,5.965
_01969_,5.965
_02329_,5.965
_02680_,5.965
_02787_,5.965
_03921_,5.965
_04036_,5.965
_04615_,5.965
_05061_,5.965
_05495_,5.965
_05788_,5.965
_06239_,5.965
out\[35\]\[7\],5.965
_00800_,5.96
_01605_,5.96
_03707_,5.96
_05282_,5.96
_05362_,5.96
_07089_,5.96
_07267_,5.96
_07276_,5.96
_07372_,5.96
_07497_,5.96
_09826_,5.96
_09854_,5.96
_13173_,5.96
_13814_,5.96
_18346_,5.96
_19526_,5.96
_19837_,5.96
_20161_,5.96
_20380_,5.96
_20558_,5.96
_21967_,5.96
_22557_,5.96
_23551_,5.96
_24784_,5.96
_25417_,5.96
_27539_,5.96
_27960_,5.96
_29587_,5.96
_29775_,5.96
_30426_,5.96
_32256_,5.96
_36997_,5.96
_39109_,5.96
_39272_,5.96
_39838_,5.96
_41506_,5.96
_41931_,5.96
_42313_,5.96
scaled_scores\[40\]\[13\],5.96
net1174,5.96
net1430,5.96
net1631,5.96
net2705,5.96
net2946,5.96
net3403,5.96
net4406,5.96
net4849,5.96
net4868,5.96
net5225,5.96
net5636,5.96
net6573,5.96
net6957,5.96
net7637,5.96
net7845,5.96
_42425_,5.955
scaled_scores\[44\]\[6\],5.955
_05666_,5.945
_01849_,5.94
_07578_,5.94
_07616_,5.94
_08005_,5.94
_09779_,5.94
_12592_,5.94
_13229_,5.94
_14030_,5.94
_14146_,5.94
_17192_,5.94
_18211_,5.94
_19338_,5.94
_19540_,5.94
_21137_,5.94
_21254_,5.94
_21806_,5.94
_22214_,5.94
_22269_,5.94
_22891_,5.94
_24197_,5.94
_24470_,5.94
_25889_,5.94
_26431_,5.94
_27979_,5.94
_28950_,5.94
_29554_,5.94
_29632_,5.94
_29870_,5.94
_30142_,5.94
_30196_,5.94
_31096_,5.94
_32426_,5.94
_33032_,5.94
_33657_,5.94
_34311_,5.94
_34409_,5.94
_35410_,5.94
_37497_,5.94
_37616_,5.94
_39089_,5.94
_39332_,5.94
_39516_,5.94
_40084_,5.94
_40167_,5.94
_40372_,5.94
_42040_,5.94
_42084_,5.94
_42590_,5.94
_42717_,5.94
_43632_,5.94
_44048_,5.94
k\[106\]\[2\],5.94
k\[71\]\[5\],5.94
out\[113\]\[0\],5.94
out\[122\]\[7\],5.94
q\[112\]\[6\],5.94
q\[23\]\[4\],5.94
q\[27\]\[1\],5.94
q\[96\]\[4\],5.94
raw_scores\[13\]\[14\],5.94
raw_scores\[41\]\[8\],5.94
scaled_scores\[52\]\[9\],5.94
v\[101\]\[2\],5.94
v\[22\]\[3\],5.94
v\[57\]\[0\],5.94
weights\[22\]\[6\],5.94
weights\[33\]\[6\],5.94
net3597,5.94
net5382,5.94
net7861,5.94
_06715_,5.935
_38756_,5.935
out\[88\]\[5\],5.935
_07785_,5.93
_32952_,5.93
_03929_,5.925
_04261_,5.925
_06402_,5.925
_24698_,5.925
_00395_,5.92
_07090_,5.92
_07151_,5.92
_07395_,5.92
_07412_,5.92
_07423_,5.92
_13459_,5.92
_19689_,5.92
_25419_,5.92
_25629_,5.92
_29742_,5.92
_30773_,5.92
_31971_,5.92
_32307_,5.92
_34733_,5.92
_36935_,5.92
_41671_,5.92
_42571_,5.92
out\[114\]\[0\],5.92
out\[65\]\[3\],5.92
net2041,5.92
net7683,5.92
net7734,5.92
_35734_,5.915
_08609_,5.91
_29074_,5.91
_00426_,5.905
_00628_,5.905
_01140_,5.905
_01145_,5.905
_01308_,5.905
_01374_,5.905
_01611_,5.905
_01641_,5.905
_01657_,5.905
_02956_,5.905
_03380_,5.905
_03811_,5.905
_04049_,5.905
_04519_,5.905
_04643_,5.905
_04989_,5.905
_05346_,5.905
_06357_,5.905
q\[49\]\[4\],5.905
_13633_,5.9
_14132_,5.9
_17873_,5.9
_23271_,5.9
_25439_,5.9
_35760_,5.9
_37829_,5.9
_42228_,5.9
_43612_,5.9
k\[114\]\[7\],5.9
out\[53\]\[0\],5.9
q\[105\]\[5\],5.9
q\[127\]\[0\],5.9
q\[6\]\[7\],5.9
scaled_scores\[4\]\[6\],5.9
v\[70\]\[2\],5.9
weights\[20\]\[6\],5.9
weights\[63\]\[6\],5.9
net2975,5.9
_00473_,5.895
_00544_,5.895
_01074_,5.895
_01348_,5.895
_01625_,5.895
_03227_,5.895
_04254_,5.895
_04715_,5.895
_04752_,5.895
_05400_,5.895
_06196_,5.895
_06254_,5.895
_06801_,5.895
_20114_,5.895
v\[113\]\[4\],5.895
_29127_,5.89
_00375_,5.885
_00933_,5.885
_01458_,5.885
_01653_,5.885
_02432_,5.885
_41741_,5.88
_29558_,5.875
out_row_data[31],5.87
_00495_,5.865
_01427_,5.865
_01808_,5.865
_01957_,5.865
_02330_,5.865
_03566_,5.865
_04796_,5.865
_05399_,5.865
_05654_,5.865
_05758_,5.865
_05974_,5.865
_07504_,5.865
_05867_,5.86
_07242_,5.86
_07462_,5.86
_12031_,5.86
_16126_,5.86
_16325_,5.86
_16795_,5.86
_16797_,5.86
_20735_,5.86
_20920_,5.86
_20971_,5.86
_22712_,5.86
_23216_,5.86
_24111_,5.86
_24309_,5.86
_25391_,5.86
_25825_,5.86
_26262_,5.86
_29487_,5.86
_30342_,5.86
_30479_,5.86
_32096_,5.86
_33351_,5.86
_34298_,5.86
_34720_,5.86
_35515_,5.86
_36447_,5.86
_36663_,5.86
_37584_,5.86
_37939_,5.86
_38123_,5.86
_38465_,5.86
_38621_,5.86
_40262_,5.86
_40842_,5.86
_40924_,5.86
_41123_,5.86
_41182_,5.86
_41230_,5.86
_41372_,5.86
_41998_,5.86
_42112_,5.86
_42386_,5.86
_42636_,5.86
_43403_,5.86
_43993_,5.86
raw_scores\[2\]\[9\],5.86
raw_scores\[35\]\[17\],5.86
raw_scores\[5\]\[8\],5.86
net842,5.86
net1569,5.86
net2177,5.86
net2363,5.86
net2484,5.86
net2574,5.86
net2647,5.86
net2845,5.86
net2948,5.86
net2962,5.86
net3016,5.86
net3025,5.86
net3377,5.86
net3388,5.86
net3389,5.86
net3651,5.86
net3734,5.86
net3809,5.86
net3881,5.86
net4123,5.86
net4150,5.86
net4194,5.86
net4468,5.86
net4588,5.86
net4715,5.86
net4769,5.86
net4811,5.86
net4969,5.86
net5049,5.86
net5183,5.86
net5261,5.86
net5406,5.86
net5627,5.86
net5663,5.86
net5688,5.86
net6133,5.86
net6354,5.86
net6410,5.86
net7166,5.86
net7450,5.86
_05652_,5.855
_26958_,5.855
_28958_,5.85
_01200_,5.845
_01452_,5.845
_03553_,5.845
_03773_,5.845
_04241_,5.845
_04878_,5.845
_05024_,5.845
_05490_,5.845
_06093_,5.845
_00218_,5.84
_04595_,5.84
_07138_,5.84
_07289_,5.84
_07318_,5.84
_07362_,5.84
_07624_,5.84
_08145_,5.84
_08154_,5.84
_08530_,5.84
_09931_,5.84
_10098_,5.84
_10571_,5.84
_10606_,5.84
_10626_,5.84
_10876_,5.84
_11312_,5.84
_11395_,5.84
_11465_,5.84
_11630_,5.84
_12131_,5.84
_12208_,5.84
_12210_,5.84
_12325_,5.84
_12342_,5.84
_12356_,5.84
_12424_,5.84
_12482_,5.84
_12633_,5.84
_12733_,5.84
_12788_,5.84
_12949_,5.84
_12970_,5.84
_13458_,5.84
_13767_,5.84
_14062_,5.84
_14197_,5.84
_14389_,5.84
_14556_,5.84
_14639_,5.84
_14650_,5.84
_14683_,5.84
_15024_,5.84
_15026_,5.84
_15122_,5.84
_15132_,5.84
_15252_,5.84
_15320_,5.84
_15405_,5.84
_15480_,5.84
_15522_,5.84
_15595_,5.84
_15664_,5.84
_15789_,5.84
_15854_,5.84
_15855_,5.84
_16024_,5.84
_16204_,5.84
_16205_,5.84
_16419_,5.84
_16447_,5.84
_16490_,5.84
_16498_,5.84
_16511_,5.84
_16560_,5.84
_16624_,5.84
_16629_,5.84
_16634_,5.84
_16652_,5.84
_16686_,5.84
_16720_,5.84
_16734_,5.84
_16840_,5.84
_16846_,5.84
_17059_,5.84
_17084_,5.84
_17101_,5.84
_17226_,5.84
_17266_,5.84
_17340_,5.84
_17460_,5.84
_17463_,5.84
_17635_,5.84
_17654_,5.84
_17721_,5.84
_17804_,5.84
_17859_,5.84
_17951_,5.84
_18563_,5.84
_18582_,5.84
_18655_,5.84
_18752_,5.84
_18777_,5.84
_19018_,5.84
_19919_,5.84
_20720_,5.84
_20851_,5.84
_21220_,5.84
_21436_,5.84
_21561_,5.84
_22150_,5.84
_22354_,5.84
_22567_,5.84
_22743_,5.84
_22767_,5.84
_22777_,5.84
_22875_,5.84
_23201_,5.84
_23228_,5.84
_23299_,5.84
_23422_,5.84
_23710_,5.84
_24113_,5.84
_25416_,5.84
_25501_,5.84
_25612_,5.84
_26790_,5.84
_27046_,5.84
_27656_,5.84
_27879_,5.84
_28440_,5.84
_29060_,5.84
_29501_,5.84
_29684_,5.84
_29754_,5.84
_29979_,5.84
_30087_,5.84
_30143_,5.84
_30330_,5.84
_30499_,5.84
_31206_,5.84
_31230_,5.84
_31889_,5.84
_31930_,5.84
_32304_,5.84
_32975_,5.84
_33068_,5.84
_33379_,5.84
_33397_,5.84
_34201_,5.84
_34385_,5.84
_34464_,5.84
_34711_,5.84
_35359_,5.84
_35585_,5.84
_35716_,5.84
_35730_,5.84
_36525_,5.84
_37467_,5.84
_38230_,5.84
_38311_,5.84
_39106_,5.84
_39189_,5.84
_39380_,5.84
_39554_,5.84
_39570_,5.84
_39800_,5.84
_39960_,5.84
_40001_,5.84
_41545_,5.84
_41770_,5.84
_42473_,5.84
_42743_,5.84
_42825_,5.84
_43199_,5.84
_44206_,5.84
_44211_,5.84
k\[105\]\[1\],5.84
k\[16\]\[0\],5.84
out\[61\]\[5\],5.84
out\[84\]\[7\],5.84
out\[87\]\[7\],5.84
out\[9\]\[2\],5.84
raw_scores\[16\]\[5\],5.84
raw_scores\[20\]\[17\],5.84
raw_scores\[22\]\[14\],5.84
raw_scores\[27\]\[3\],5.84
raw_scores\[2\]\[11\],5.84
raw_scores\[51\]\[15\],5.84
raw_scores\[53\]\[19\],5.84
raw_scores\[56\]\[14\],5.84
raw_scores\[59\]\[5\],5.84
raw_scores\[60\]\[12\],5.84
